function_name,duration,high_res_duration
computeOrientation,373280,373300
computeOrientation,263783,263802
computeOrientation,316433,316443
computeOrientation,214258,214268
computeOrientation,176853,176863
computeOrientation,257392,257402
computeOrientation,148725,148735
ComputeKeyPointsOctTree,9900910,9900930
computeOrientation,215259,215279
GaussianBlur,146641,146691
computeOrientation,195706,195746
computeOrientation,149597,149617
ComputeKeyPointsOctTree,10535349,10535369
GaussianBlur,114045,114096
computeDescriptors,5603549,5603579
GaussianBlur,90475,90515
computeDescriptors,5586260,5586310
GaussianBlur,88722,88742
computeDescriptors,4584001,4584041
GaussianBlur,67756,67786
computeDescriptors,4626554,4626594
GaussianBlur,66454,66484
computeDescriptors,3819219,3819259
GaussianBlur,65482,65512
computeDescriptors,3837431,3837461
GaussianBlur,56827,56847
computeDescriptors,3203754,3203784
GaussianBlur,55715,55745
computeDescriptors,3220172,3220212
GaussianBlur,55826,55856
computeDescriptors,2666914,2666954
GaussianBlur,58640,58670
computeDescriptors,2629570,2629630
GaussianBlur,53762,53802
computeDescriptors,2191489,2191519
GaussianBlur,48854,48884
computeDescriptors,2174659,2174679
GaussianBlur,49785,49815
computeDescriptors,1783979,1784009
GaussianBlur,41141,41181
computeDescriptors,1788918,1788958
GaussianBlur,41621,41651
computeDescriptors,1501715,1501745
computeDescriptors,1511071,1511101
Track,767409612,767409883
GrabImageStereo,814074871,814074901
ComputePyramid,730423,730543
ComputePyramid,715037,715147
DistributeOctTree,924886,924926
DistributeOctTree,980302,980362
DistributeOctTree,660313,660343
DistributeOctTree,685446,685486
DistributeOctTree,463295,463335
DistributeOctTree,501981,502021
DistributeOctTree,392263,392293
DistributeOctTree,427743,427834
DistributeOctTree,322643,322743
DistributeOctTree,243918,243948
DistributeOctTree,327632,327662
DistributeOctTree,173677,173707
DistributeOctTree,217814,217844
DistributeOctTree,134250,134280
DistributeOctTree,168870,168890
DistributeOctTree,138468,138498
computeOrientation,541829,541870
computeOrientation,449201,449231
computeOrientation,548130,548160
computeOrientation,385131,385171
computeOrientation,454269,454289
computeOrientation,318355,318396
computeOrientation,379621,379651
computeOrientation,259164,259185
computeOrientation,311233,311243
computeOrientation,218936,218956
computeOrientation,178757,178797
computeOrientation,259034,259044
computeOrientation,148405,148415
ComputeKeyPointsOctTree,10122973,10122993
computeOrientation,217272,217292
GaussianBlur,143957,144007
computeOrientation,197529,197559
computeOrientation,154014,154044
ComputeKeyPointsOctTree,10593850,10593880
GaussianBlur,126627,126687
computeDescriptors,5571076,5571106
GaussianBlur,80529,80558
computeDescriptors,5591721,5591761
GaussianBlur,82321,82351
computeDescriptors,4590735,4590765
GaussianBlur,70921,70941
computeDescriptors,4585616,4585656
GaussianBlur,74067,74087
computeDescriptors,3838264,3838314
GaussianBlur,66734,66764
computeDescriptors,3837813,3837854
GaussianBlur,59983,60013
computeDescriptors,3145185,3145245
GaussianBlur,60163,60193
computeDescriptors,3178492,3178532
GaussianBlur,57970,58000
computeDescriptors,2630120,2630161
GaussianBlur,50667,50707
computeDescriptors,2641921,2641961
GaussianBlur,55385,55425
computeDescriptors,2198241,2198271
GaussianBlur,47792,47822
computeDescriptors,2193863,2193894
GaussianBlur,51178,51228
computeDescriptors,1811668,1811708
GaussianBlur,47772,47802
computeDescriptors,1804595,1804635
GaussianBlur,44186,44216
computeDescriptors,1508077,1508117
computeDescriptors,1518715,1518746
Track,632333432,632333623
GrabImageStereo,677225013,677225104
ComputePyramid,620524,620614
ComputePyramid,898871,898962
DistributeOctTree,970024,970094
DistributeOctTree,1047287,1047406
DistributeOctTree,666023,666073
DistributeOctTree,699490,699530
DistributeOctTree,513541,513581
DistributeOctTree,490412,490452
DistributeOctTree,391131,391161
DistributeOctTree,389618,389648
DistributeOctTree,309702,309742
DistributeOctTree,241664,241694
DistributeOctTree,316763,316793
DistributeOctTree,166686,166726
DistributeOctTree,214988,215029
DistributeOctTree,149406,149426
DistributeOctTree,168700,168739
DistributeOctTree,142734,142775
computeOrientation,659091,659121
computeOrientation,545205,545245
computeOrientation,473853,473873
computeOrientation,449271,449301
computeOrientation,392733,392773
computeOrientation,370736,370765
computeOrientation,336968,336988
computeOrientation,270114,270144
computeOrientation,312275,312295
computeOrientation,231447,231467
computeOrientation,255839,255869
computeOrientation,182904,182914
computeOrientation,214618,214628
computeOrientation,151971,151991
ComputeKeyPointsOctTree,10618283,10618314
computeOrientation,175541,175561
GaussianBlur,155557,155617
computeOrientation,168368,168409
ComputeKeyPointsOctTree,10591127,10591157
GaussianBlur,124053,124143
computeDescriptors,5596940,5596970
computeDescriptors,5542306,5542457
GaussianBlur,100202,100232
GaussianBlur,121228,121258
computeDescriptors,4613743,4613773
GaussianBlur,70952,70982
computeDescriptors,4626285,4626365
GaussianBlur,71483,71513
computeDescriptors,3810136,3810176
GaussianBlur,59862,59892
computeDescriptors,3849964,3850014
GaussianBlur,68117,68166
computeDescriptors,3159890,3159930
GaussianBlur,69189,69209
computeDescriptors,3191905,3191995
GaussianBlur,53121,53172
computeDescriptors,2630462,2630502
GaussianBlur,54513,54534
computeDescriptors,2628328,2628398
GaussianBlur,54063,54103
computeDescriptors,2198952,2198982
GaussianBlur,48844,48884
computeDescriptors,2203890,2203920
GaussianBlur,45068,45097
computeDescriptors,1812038,1812078
GaussianBlur,47601,47631
computeDescriptors,1819371,1819441
GaussianBlur,46991,47041
computeDescriptors,1527840,1527880
computeDescriptors,1514908,1514938
Track,574249837,574250007
GrabImageStereo,619936141,619936161
ComputePyramid,639908,640008
ComputePyramid,680568,680647
DistributeOctTree,913538,913568
DistributeOctTree,949549,949609
DistributeOctTree,614675,614745
DistributeOctTree,668827,668887
DistributeOctTree,465428,465448
DistributeOctTree,505337,505377
DistributeOctTree,358725,358755
DistributeOctTree,376456,376496
DistributeOctTree,303691,303731
DistributeOctTree,232539,232579
DistributeOctTree,309181,309211
DistributeOctTree,184797,184827
DistributeOctTree,206144,206184
DistributeOctTree,140711,140751
DistributeOctTree,186309,186350
DistributeOctTree,136254,136284
computeOrientation,588930,588970
computeOrientation,588510,588540
computeOrientation,492455,492465
computeOrientation,392814,392844
computeOrientation,514783,514803
computeOrientation,320840,320860
computeOrientation,414211,414241
computeOrientation,276334,276374
computeOrientation,227891,227931
computeOrientation,332029,332049
computeOrientation,182614,182634
computeOrientation,272998,273018
computeOrientation,153693,153723
ComputeKeyPointsOctTree,10001809,10001849
GaussianBlur,129572,129622
computeOrientation,252864,252894
computeOrientation,191859,191899
computeOrientation,150398,150428
ComputeKeyPointsOctTree,10530696,10530716
GaussianBlur,119716,119776
computeDescriptors,5591803,5591853
GaussianBlur,88642,88662
computeDescriptors,5522164,5522204
GaussianBlur,85186,85206
computeDescriptors,4642594,4642674
GaussianBlur,75710,75750
computeDescriptors,4603296,4603327
GaussianBlur,66113,66143
computeDescriptors,3847151,3847211
GaussianBlur,69699,69750
computeDescriptors,3802985,3803015
GaussianBlur,63248,63278
computeDescriptors,3173754,3173825
GaussianBlur,55505,55556
computeDescriptors,3229100,3229240
GaussianBlur,58961,59011
computeDescriptors,2610087,2610117
GaussianBlur,61916,61946
computeDescriptors,2605660,2605700
GaussianBlur,51889,51919
computeDescriptors,2167680,2167720
GaussianBlur,47832,47882
computeDescriptors,2180251,2180281
GaussianBlur,49896,49926
computeDescriptors,1793697,1793737
GaussianBlur,42222,42262
computeDescriptors,1820823,1820853
GaussianBlur,41612,41642
computeDescriptors,1501876,1501916
computeDescriptors,1500644,1500675
Track,476990207,476990498
GrabImageStereo,522935850,522935880
ComputePyramid,624982,625042
ComputePyramid,862610,862990
DistributeOctTree,944421,944511
DistributeOctTree,976466,976556
DistributeOctTree,618291,618321
DistributeOctTree,640560,640600
DistributeOctTree,473021,473061
DistributeOctTree,514693,514763
DistributeOctTree,352415,352455
DistributeOctTree,306546,306636
DistributeOctTree,368342,368403
DistributeOctTree,230495,230525
DistributeOctTree,190677,190727
DistributeOctTree,311464,311504
DistributeOctTree,147183,147203
DistributeOctTree,255248,255298
computeOrientation,643414,643454
DistributeOctTree,189746,189786
DistributeOctTree,136915,136945
computeOrientation,497063,497092
computeOrientation,388586,388607
computeOrientation,628749,628779
computeOrientation,323746,323766
computeOrientation,270114,270123
computeOrientation,565770,565811
computeOrientation,220779,220799
computeOrientation,180820,180840
computeOrientation,449741,449761
computeOrientation,151660,151670
ComputeKeyPointsOctTree,10218965,10218995
GaussianBlur,139840,139890
computeOrientation,388506,388547
computeOrientation,328815,328855
computeOrientation,247946,247966
computeOrientation,198551,198571
computeOrientation,168199,168219
ComputeKeyPointsOctTree,11201510,11201521
GaussianBlur,143156,143206
computeDescriptors,5625714,5625743
GaussianBlur,87991,88041
computeDescriptors,5719364,5719485
GaussianBlur,89394,89424
computeDescriptors,4613085,4613125
GaussianBlur,76481,76511
computeDescriptors,4685520,4685620
GaussianBlur,82322,82372
computeDescriptors,3865243,3865283
GaussianBlur,284898,284939
computeDescriptors,4082857,4082907
GaussianBlur,67786,67826
computeDescriptors,3205580,3205620
GaussianBlur,59813,59863
computeDescriptors,3198138,3198217
GaussianBlur,61756,61806
computeDescriptors,2638498,2638527
GaussianBlur,52310,52350
computeDescriptors,2716040,2716111
GaussianBlur,64240,64270
computeDescriptors,2220631,2220671
GaussianBlur,52400,52430
computeDescriptors,2234224,2234334
GaussianBlur,47832,47873
computeDescriptors,1827215,1827246
GaussianBlur,50176,50206
computeDescriptors,1848802,1848852
computeDescriptors,1531217,1531247
GaussianBlur,51137,51178
computeDescriptors,1544310,1544340
Track,959064858,959065059
GrabImageStereo,1006180304,1006180354
ComputePyramid,671432,671542
ComputePyramid,906506,906606
DistributeOctTree,923935,923975
DistributeOctTree,900946,900976
DistributeOctTree,621036,621076
DistributeOctTree,625724,625764
DistributeOctTree,468284,468324
DistributeOctTree,464938,464978
DistributeOctTree,360729,360769
DistributeOctTree,364526,364566
DistributeOctTree,298792,298833
DistributeOctTree,300686,300716
DistributeOctTree,235113,235153
DistributeOctTree,234513,234553
DistributeOctTree,183155,183195
DistributeOctTree,185398,185428
DistributeOctTree,141453,141483
DistributeOctTree,145079,145119
computeOrientation,593539,593569
computeOrientation,657949,657979
computeOrientation,482809,482839
computeOrientation,473452,473472
computeOrientation,394768,394808
computeOrientation,383227,383248
computeOrientation,325339,325368
computeOrientation,332751,332761
computeOrientation,266437,266457
computeOrientation,267329,267349
computeOrientation,236836,236876
computeOrientation,231898,231918
computeOrientation,186470,186500
computeOrientation,185418,185428
computeOrientation,157460,157490
ComputeKeyPointsOctTree,9964681,9964702
computeOrientation,150318,150338
ComputeKeyPointsOctTree,10228875,10228884
GaussianBlur,197940,197990
GaussianBlur,349721,349761
computeDescriptors,5599980,5600020
computeDescriptors,5493538,5493578
GaussianBlur,84625,84665
GaussianBlur,64891,64921
computeDescriptors,4640174,4640214
computeDescriptors,4651703,4651723
GaussianBlur,79586,79616
GaussianBlur,56547,56587
computeDescriptors,3841152,3841192
computeDescriptors,3865595,3865645
GaussianBlur,61626,61656
GaussianBlur,54083,54123
computeDescriptors,3164131,3164171
GaussianBlur,57098,57138
computeDescriptors,3208988,3209008
GaussianBlur,52651,52681
computeDescriptors,2632217,2632248
GaussianBlur,59312,59341
computeDescriptors,2645671,2645711
GaussianBlur,49926,49956
computeDescriptors,2203312,2203332
GaussianBlur,61545,61575
computeDescriptors,2220612,2220642
GaussianBlur,46600,46630
computeDescriptors,1811299,1811329
GaussianBlur,43645,43665
computeDescriptors,1822527,1822558
GaussianBlur,41732,41762
computeDescriptors,1538480,1538510
computeDescriptors,1525357,1525387
Track,712866166,712866447
GrabImageStereo,758050542,758050563
ComputePyramid,672133,672554
ComputePyramid,809138,809259
DistributeOctTree,931509,931549
DistributeOctTree,926300,926330
DistributeOctTree,622438,622478
DistributeOctTree,620415,620455
DistributeOctTree,469275,469315
DistributeOctTree,480685,480725
DistributeOctTree,353336,353366
DistributeOctTree,366439,366479
DistributeOctTree,295617,295657
DistributeOctTree,303982,304022
DistributeOctTree,230004,230044
DistributeOctTree,234913,234934
DistributeOctTree,191599,191639
DistributeOctTree,187632,187672
DistributeOctTree,145209,145239
DistributeOctTree,150248,150268
computeOrientation,550234,550274
computeOrientation,543743,543773
computeOrientation,448950,448990
computeOrientation,453208,453228
computeOrientation,371958,371978
computeOrientation,374302,374332
computeOrientation,308749,308759
computeOrientation,307528,307548
computeOrientation,255068,255088
computeOrientation,255338,255359
computeOrientation,212675,212695
computeOrientation,213636,213646
computeOrientation,176934,176954
computeOrientation,175911,175922
computeOrientation,147914,147934
ComputeKeyPointsOctTree,9948624,9948664
computeOrientation,153714,153754
ComputeKeyPointsOctTree,9937786,9937816
GaussianBlur,126958,127008
GaussianBlur,127710,127750
computeDescriptors,5550808,5550848
GaussianBlur,90706,90726
computeDescriptors,5579957,5580007
GaussianBlur,81280,81310
computeDescriptors,4618997,4619047
GaussianBlur,71082,71112
computeDescriptors,4642718,4642748
GaussianBlur,73727,73757
computeDescriptors,3832176,3832197
GaussianBlur,72053,72083
computeDescriptors,3868639,3868679
GaussianBlur,65693,65723
computeDescriptors,3187971,3188011
GaussianBlur,59032,59062
computeDescriptors,3195544,3195575
GaussianBlur,52800,52831
computeDescriptors,2609528,2609559
GaussianBlur,77834,77864
computeDescriptors,2632197,2632227
GaussianBlur,53381,53401
computeDescriptors,2185030,2185060
GaussianBlur,46099,46129
computeDescriptors,2201368,2201398
GaussianBlur,47221,47251
computeDescriptors,1822508,1822548
GaussianBlur,44536,44556
computeDescriptors,1811529,1811559
GaussianBlur,42553,42573
computeDescriptors,1530026,1530066
computeDescriptors,1532150,1532190
Track,661420627,661420897
GrabImageStereo,706103684,706103714
ComputePyramid,665402,665672
ComputePyramid,924117,924227
DistributeOctTree,1174255,1174295
DistributeOctTree,1187509,1187549
DistributeOctTree,603256,603286
DistributeOctTree,646931,646971
DistributeOctTree,458778,458818
DistributeOctTree,466080,466120
DistributeOctTree,356792,356833
DistributeOctTree,362532,362562
DistributeOctTree,297451,297501
DistributeOctTree,301698,301738
DistributeOctTree,225568,225598
DistributeOctTree,232699,232739
DistributeOctTree,178266,178286
DistributeOctTree,143336,143376
DistributeOctTree,183465,183505
DistributeOctTree,148144,148204
computeOrientation,547669,547689
computeOrientation,542491,542531
computeOrientation,449241,449271
computeOrientation,446526,446556
computeOrientation,375014,375044
computeOrientation,380764,380794
computeOrientation,317435,317455
computeOrientation,257332,257342
computeOrientation,306616,306636
computeOrientation,214448,214468
computeOrientation,257903,257943
computeOrientation,177114,177124
computeOrientation,213888,213898
computeOrientation,149657,149677
ComputeKeyPointsOctTree,10396636,10396666
computeOrientation,175021,175050
GaussianBlur,134961,135022
computeOrientation,165655,165695
ComputeKeyPointsOctTree,10404920,10404930
GaussianBlur,129502,129542
computeDescriptors,5526697,5526727
GaussianBlur,96465,96505
computeDescriptors,5521529,5521559
GaussianBlur,88582,88613
computeDescriptors,4645534,4645564
GaussianBlur,84635,84665
computeDescriptors,4579621,4579692
GaussianBlur,81650,81700
computeDescriptors,3834312,3834352
GaussianBlur,74899,74929
computeDescriptors,3877184,3877224
GaussianBlur,71753,71803
computeDescriptors,3172556,3172586
GaussianBlur,57900,57939
computeDescriptors,3186470,3186510
GaussianBlur,57369,57399
computeDescriptors,2669984,2670024
GaussianBlur,62287,62317
computeDescriptors,2665947,2665967
GaussianBlur,56177,56217
computeDescriptors,2210434,2210474
GaussianBlur,50226,50266
computeDescriptors,2233153,2233203
GaussianBlur,44186,44216
computeDescriptors,1822419,1822459
GaussianBlur,42172,42202
computeDescriptors,1815867,1815897
GaussianBlur,40910,40950
computeDescriptors,1550842,1550882
computeDescriptors,1529425,1529465
Track,466630732,466630912
GrabImageStereo,512076461,512076571
ComputePyramid,629671,629912
ComputePyramid,902260,902380
DistributeOctTree,1152969,1153010
DistributeOctTree,1131813,1131853
DistributeOctTree,612622,612662
DistributeOctTree,636232,636272
DistributeOctTree,472821,472862
DistributeOctTree,470668,470698
DistributeOctTree,356842,356882
DistributeOctTree,360198,360228
DistributeOctTree,303982,304002
DistributeOctTree,309902,309942
DistributeOctTree,225377,225407
DistributeOctTree,231127,231157
DistributeOctTree,171765,171805
DistributeOctTree,140151,140191
DistributeOctTree,179879,179919
DistributeOctTree,149327,149347
computeOrientation,546218,546258
computeOrientation,542191,542221
computeOrientation,448460,448501
computeOrientation,447589,447629
computeOrientation,382807,382847
computeOrientation,383458,383488
computeOrientation,311475,311495
computeOrientation,310984,311014
computeOrientation,255759,255789
computeOrientation,216171,216181
computeOrientation,258584,258604
computeOrientation,177374,177395
computeOrientation,214408,214428
computeOrientation,147493,147523
ComputeKeyPointsOctTree,10277134,10277164
computeOrientation,177425,177435
GaussianBlur,135633,135693
computeOrientation,165073,165103
ComputeKeyPointsOctTree,10243066,10243106
GaussianBlur,122410,122460
computeDescriptors,5514638,5514688
GaussianBlur,85898,85938
computeDescriptors,5554136,5554186
GaussianBlur,89504,89533
computeDescriptors,4639555,4639595
GaussianBlur,74748,74768
computeDescriptors,4611938,4611968
GaussianBlur,72234,72264
computeDescriptors,3869313,3869363
GaussianBlur,66243,66294
computeDescriptors,3854788,3854828
GaussianBlur,58560,58590
computeDescriptors,3190938,3190979
GaussianBlur,55195,55215
computeDescriptors,3200845,3200885
GaussianBlur,131246,131286
computeDescriptors,2638901,2638941
GaussianBlur,55205,55255
computeDescriptors,2675332,2675372
GaussianBlur,57017,57048
computeDescriptors,2218359,2218389
GaussianBlur,50577,50617
computeDescriptors,2248520,2248630
GaussianBlur,52701,52731
computeDescriptors,1823952,1823992
GaussianBlur,41812,41842
computeDescriptors,1821828,1821868
GaussianBlur,114818,114858
computeDescriptors,1527462,1527522
computeDescriptors,1539533,1539563
Track,887689002,887689212
GrabImageStereo,935798440,935798470
ComputePyramid,630262,630583
ComputePyramid,896660,896770
DistributeOctTree,964166,964216
DistributeOctTree,991472,991553
DistributeOctTree,605119,605169
DistributeOctTree,622870,622910
DistributeOctTree,450384,450424
DistributeOctTree,463366,463406
DistributeOctTree,357384,357424
DistributeOctTree,353918,353958
DistributeOctTree,301798,301869
DistributeOctTree,296329,296429
DistributeOctTree,221511,221551
DistributeOctTree,229003,229043
DistributeOctTree,168850,168891
DistributeOctTree,141603,141633
DistributeOctTree,179909,179939
DistributeOctTree,145600,145640
computeOrientation,564259,564289
computeOrientation,551096,551136
computeOrientation,452667,452687
computeOrientation,447499,447539
computeOrientation,374954,374974
computeOrientation,372981,373001
computeOrientation,313288,313308
computeOrientation,259806,259816
computeOrientation,313217,313248
computeOrientation,221640,221670
computeOrientation,256961,256971
computeOrientation,177404,177434
computeOrientation,213346,213366
computeOrientation,147623,147653
ComputeKeyPointsOctTree,10027990,10028000
computeOrientation,177836,177856
GaussianBlur,124013,124063
computeOrientation,167066,167086
ComputeKeyPointsOctTree,10027089,10027099
GaussianBlur,122270,122320
computeDescriptors,5560829,5560889
GaussianBlur,94903,94933
computeDescriptors,5587214,5587254
GaussianBlur,78294,78324
computeDescriptors,4605107,4605137
GaussianBlur,67586,67616
computeDescriptors,4630030,4630060
GaussianBlur,63920,63960
computeDescriptors,3845815,3845865
GaussianBlur,62417,62457
computeDescriptors,3852877,3852927
GaussianBlur,71052,71092
computeDescriptors,3200565,3200595
GaussianBlur,53192,53222
computeDescriptors,3218586,3218627
GaussianBlur,54614,54664
computeDescriptors,2646835,2646865
GaussianBlur,127308,127338
computeDescriptors,2649359,2649399
GaussianBlur,55956,55996
computeDescriptors,2208432,2208463
GaussianBlur,51458,51498
computeDescriptors,2206008,2206048
GaussianBlur,111351,111381
computeDescriptors,1812603,1812633
GaussianBlur,47412,47442
computeDescriptors,1826656,1826697
GaussianBlur,42724,42754
computeDescriptors,1522515,1522555
computeDescriptors,1529527,1529557
Track,646443964,646444144
GrabImageStereo,691585170,691585280
ComputePyramid,661967,662087
ComputePyramid,918848,919038
DistributeOctTree,912637,912697
DistributeOctTree,909271,909301
DistributeOctTree,608976,609016
DistributeOctTree,619253,619293
DistributeOctTree,528508,528638
DistributeOctTree,469396,469436
DistributeOctTree,353677,353717
DistributeOctTree,441118,441248
DistributeOctTree,278769,278799
DistributeOctTree,288966,289046
DistributeOctTree,220659,220689
DistributeOctTree,225567,225607
DistributeOctTree,173308,173338
DistributeOctTree,179107,179148
DistributeOctTree,147303,147343
DistributeOctTree,145941,145981
computeOrientation,543483,543503
computeOrientation,552368,552398
computeOrientation,449812,449842
computeOrientation,447308,447338
computeOrientation,374844,374864
computeOrientation,372079,372109
computeOrientation,307447,307478
computeOrientation,310894,310904
computeOrientation,257231,257241
computeOrientation,258284,258294
computeOrientation,216121,216141
computeOrientation,214508,214518
computeOrientation,177595,177615
computeOrientation,176994,177004
computeOrientation,147443,147453
ComputeKeyPointsOctTree,9833327,9833347
computeOrientation,149878,149888
ComputeKeyPointsOctTree,10205244,10205254
GaussianBlur,190878,190918
GaussianBlur,292212,292252
computeDescriptors,5524667,5524687
computeDescriptors,5408697,5408717
GaussianBlur,91487,91517
GaussianBlur,76742,76762
computeDescriptors,4604478,4604518
GaussianBlur,69970,70010
computeDescriptors,4603015,4603045
GaussianBlur,65252,65282
computeDescriptors,3833272,3833312
GaussianBlur,61436,61466
computeDescriptors,3864555,3864586
GaussianBlur,65443,65473
computeDescriptors,3160657,3160697
GaussianBlur,50497,50527
computeDescriptors,3204984,3205024
GaussianBlur,53031,53061
computeDescriptors,2633392,2633422
GaussianBlur,58942,58972
computeDescriptors,2666198,2666228
GaussianBlur,52971,53002
computeDescriptors,2207401,2207431
GaussianBlur,50537,50577
computeDescriptors,2210556,2210586
GaussianBlur,124664,124704
computeDescriptors,1814256,1814296
GaussianBlur,44296,44326
computeDescriptors,1824714,1824744
GaussianBlur,40740,40760
computeDescriptors,1525019,1525049
computeDescriptors,1517465,1517495
Track,509057249,509057439
GrabImageStereo,554084338,554084428
ComputePyramid,697328,697398
ComputePyramid,1056785,1057006
DistributeOctTree,1152219,1152259
DistributeOctTree,1200883,1200923
DistributeOctTree,637135,637175
DistributeOctTree,642704,642734
DistributeOctTree,453268,453299
DistributeOctTree,464458,464498
DistributeOctTree,340255,340285
DistributeOctTree,349680,349720
DistributeOctTree,273029,273069
DistributeOctTree,279550,279580
DistributeOctTree,225808,225838
DistributeOctTree,222753,222783
DistributeOctTree,176282,176312
DistributeOctTree,176002,176042
DistributeOctTree,138257,138287
DistributeOctTree,141132,141162
computeOrientation,546529,546579
computeOrientation,546288,546318
computeOrientation,449422,449472
computeOrientation,451285,451305
computeOrientation,376236,376266
computeOrientation,379071,379111
computeOrientation,333292,333332
computeOrientation,315201,315231
computeOrientation,256611,256641
computeOrientation,259185,259215
computeOrientation,218325,218365
computeOrientation,214829,214859
computeOrientation,177405,177425
computeOrientation,177295,177315
computeOrientation,148315,148335
ComputeKeyPointsOctTree,10481783,10481793
computeOrientation,152151,152162
ComputeKeyPointsOctTree,10152537,10152557
GaussianBlur,142595,142645
GaussianBlur,362202,362242
computeDescriptors,5574224,5574284
computeDescriptors,5421592,5421642
GaussianBlur,100192,100222
GaussianBlur,163060,163100
computeDescriptors,4610588,4610618
GaussianBlur,73025,73045
computeDescriptors,4616790,4616820
GaussianBlur,89815,89834
computeDescriptors,3837861,3837901
GaussianBlur,69039,69069
computeDescriptors,3890422,3890462
GaussianBlur,61336,61376
computeDescriptors,3174833,3174873
GaussianBlur,56457,56487
computeDescriptors,3211486,3211536
GaussianBlur,130364,130384
computeDescriptors,2670227,2670257
GaussianBlur,53742,53783
computeDescriptors,2660239,2660219
GaussianBlur,53432,53471
computeDescriptors,2221015,2221055
GaussianBlur,51799,51819
computeDescriptors,2194720,2194760
GaussianBlur,46871,46901
computeDescriptors,1822821,1822861
GaussianBlur,126537,126577
computeDescriptors,1814437,1814467
GaussianBlur,111802,111842
computeDescriptors,1540846,1540876
computeDescriptors,1537691,1537732
Track,448011932,448012053
GrabImageStereo,493703287,493703367
ComputePyramid,668798,669029
ComputePyramid,738348,738419
DistributeOctTree,879411,879451
DistributeOctTree,921783,921803
DistributeOctTree,608215,608245
DistributeOctTree,625064,625094
DistributeOctTree,459680,459720
DistributeOctTree,466591,466621
DistributeOctTree,338271,338311
DistributeOctTree,335897,335937
DistributeOctTree,273650,273690
DistributeOctTree,225697,225717
DistributeOctTree,254998,255028
DistributeOctTree,172637,172677
DistributeOctTree,210662,210692
DistributeOctTree,140341,140371
DistributeOctTree,181251,181291
DistributeOctTree,147163,147192
computeOrientation,547049,547079
computeOrientation,548993,549013
computeOrientation,446948,446968
computeOrientation,371758,371778
computeOrientation,451926,451946
computeOrientation,308700,308710
computeOrientation,373211,373231
computeOrientation,255969,255990
computeOrientation,309612,309632
computeOrientation,213246,213256
computeOrientation,175562,175572
computeOrientation,255929,255949
computeOrientation,147664,147674
ComputeKeyPointsOctTree,9330505,9330535
computeOrientation,213267,213287
GaussianBlur,144318,144368
computeOrientation,205884,205924
computeOrientation,150148,150168
ComputeKeyPointsOctTree,9883224,9883254
GaussianBlur,134070,134120
computeDescriptors,5555853,5555893
GaussianBlur,86018,86048
computeDescriptors,5541508,5541538
GaussianBlur,93150,93180
computeDescriptors,4634941,4634981
GaussianBlur,108787,108827
computeDescriptors,4592808,4592839
GaussianBlur,72364,72394
computeDescriptors,3824849,3824889
GaussianBlur,66945,66975
computeDescriptors,3808120,3808140
GaussianBlur,60194,60224
computeDescriptors,3201939,3201969
GaussianBlur,63619,63659
computeDescriptors,3185832,3185872
GaussianBlur,128350,128390
computeDescriptors,2621683,2621713
GaussianBlur,54404,54434
computeDescriptors,2615042,2615082
GaussianBlur,55946,55976
computeDescriptors,2198376,2198416
GaussianBlur,50266,50296
computeDescriptors,2196633,2196663
GaussianBlur,49825,49856
computeDescriptors,1812493,1812523
GaussianBlur,40840,40890
computeDescriptors,1834110,1834130
GaussianBlur,41201,41241
computeDescriptors,1526322,1526352
computeDescriptors,1530829,1530870
Track,822293757,822293937
GrabImageStereo,866903616,866903676
ComputePyramid,665073,665303
ComputePyramid,877137,877277
DistributeOctTree,1120074,1120104
DistributeOctTree,1098708,1098738
DistributeOctTree,621548,621588
DistributeOctTree,611160,611190
DistributeOctTree,443552,443592
DistributeOctTree,446597,446627
DistributeOctTree,339954,339984
DistributeOctTree,341436,341476
DistributeOctTree,283016,283057
DistributeOctTree,273860,273900
DistributeOctTree,226779,226799
DistributeOctTree,221961,221991
DistributeOctTree,172526,172567
DistributeOctTree,162499,162529
DistributeOctTree,131556,131596
DistributeOctTree,135553,135583
computeOrientation,543053,543092
computeOrientation,561414,561445
computeOrientation,447829,447859
computeOrientation,448330,448350
computeOrientation,374693,374733
computeOrientation,376747,376767
computeOrientation,310664,310674
computeOrientation,312396,312406
computeOrientation,258624,258644
computeOrientation,257352,257372
computeOrientation,213296,213316
computeOrientation,216652,216672
computeOrientation,175782,175792
computeOrientation,175572,175582
computeOrientation,147504,147514
ComputeKeyPointsOctTree,9836277,9836287
computeOrientation,148395,148395
ComputeKeyPointsOctTree,10081868,10081888
GaussianBlur,152051,152101
GaussianBlur,353167,353207
computeDescriptors,5578424,5578464
computeDescriptors,5461292,5461322
GaussianBlur,82912,82942
GaussianBlur,83423,83453
computeDescriptors,4651520,4651570
computeDescriptors,4601845,4601885
GaussianBlur,84656,84686
GaussianBlur,69359,69389
computeDescriptors,3837091,3837121
GaussianBlur,68077,68097
computeDescriptors,3858628,3858668
GaussianBlur,70080,70130
computeDescriptors,3168914,3168954
GaussianBlur,55075,55104
computeDescriptors,3182508,3182538
GaussianBlur,58410,58450
computeDescriptors,2653357,2653387
GaussianBlur,58951,58991
computeDescriptors,2660990,2661080
GaussianBlur,1283745,1283765
computeDescriptors,2223058,2223088
GaussianBlur,52080,52110
computeDescriptors,2213993,2214023
GaussianBlur,54603,54654
