function_name,duration,high_res_duration
DistributeOctTree,480703,480733
DistributeOctTree,385014,385044
DistributeOctTree,379013,379042
DistributeOctTree,289834,289865
DistributeOctTree,294353,294383
DistributeOctTree,199605,199635
DistributeOctTree,197481,197511
DistributeOctTree,151425,151455
DistributeOctTree,152687,152717
computeOrientation,1912854,1912994
computeOrientation,1823466,1823586
computeOrientation,507974,508064
computeOrientation,638099,638219
computeOrientation,547840,547910
computeOrientation,483829,483929
computeOrientation,340761,340831
computeOrientation,380485,380565
computeOrientation,312046,312107
computeOrientation,317797,317837
computeOrientation,320602,320682
computeOrientation,282571,282631
computeOrientation,333847,333927
computeOrientation,332024,332084
computeOrientation,338526,338626
ComputeKeyPointsOctTree,14964885,14964895
computeOrientation,323508,323568
ComputeKeyPointsOctTree,14937363,14937363
GaussianBlur,173166,173266
GaussianBlur,358193,358243
computeDescriptors,5470627,5470727
computeDescriptors,5461971,5462011
GaussianBlur,212640,212700
GaussianBlur,232377,232437
computeDescriptors,4557152,4557222
GaussianBlur,83386,83486
computeDescriptors,4562311,4562362
GaussianBlur,79299,79359
computeDescriptors,3773749,3773779
GaussianBlur,66936,66976
computeDescriptors,3786183,3786213
GaussianBlur,62678,62738
computeDescriptors,3149637,3149647
GaussianBlur,50585,50636
computeDescriptors,3144697,3144727
GaussianBlur,60554,60614
computeDescriptors,2611595,2611615
GaussianBlur,122481,122541
computeDescriptors,2599844,2599874
GaussianBlur,51267,51327
computeDescriptors,2189304,2189344
GaussianBlur,54562,54592
computeDescriptors,2170117,2170147
GaussianBlur,45696,45756
computeDescriptors,1797838,1797858
GaussianBlur,44584,44634
computeDescriptors,1790985,1791015
GaussianBlur,41268,41357
computeDescriptors,1493656,1493676
computeDescriptors,1495370,1495400
Track,1008020520,1008020831
GrabImageStereo,1058910616,1058910636
ComputePyramid,757854,757974
ComputePyramid,797758,797878
DistributeOctTree,1380313,1380373
DistributeOctTree,1315682,1315742
DistributeOctTree,885533,885554
DistributeOctTree,925829,925850
DistributeOctTree,653758,653778
DistributeOctTree,654821,654851
DistributeOctTree,493678,493698
DistributeOctTree,486033,486053
DistributeOctTree,379913,379934
DistributeOctTree,378831,378862
DistributeOctTree,288442,288472
DistributeOctTree,284364,284394
DistributeOctTree,199675,199706
DistributeOctTree,196649,196669
DistributeOctTree,152736,152767
DistributeOctTree,150803,150833
computeOrientation,591481,591571
computeOrientation,617981,618051
computeOrientation,368943,369023
computeOrientation,427172,427252
computeOrientation,446929,446999
computeOrientation,414047,414118
computeOrientation,341912,341983
computeOrientation,337054,337124
computeOrientation,323658,323738
computeOrientation,320963,321033
computeOrientation,317206,317287
computeOrientation,313159,313229
computeOrientation,312617,312687
computeOrientation,310424,310494
computeOrientation,306757,306826
ComputeKeyPointsOctTree,13411105,13411125
computeOrientation,303660,303731
ComputeKeyPointsOctTree,13384815,13384845
GaussianBlur,158017,158097
GaussianBlur,352963,353013
computeDescriptors,5582739,5582769
computeDescriptors,5373946,5373986
GaussianBlur,100329,100389
GaussianBlur,227878,227948
computeDescriptors,4565467,4565497
computeDescriptors,4463575,4463606
GaussianBlur,83356,83386
GaussianBlur,192752,192792
computeDescriptors,3784751,3784781
computeDescriptors,3736270,3736320
GaussianBlur,147427,147487
GaussianBlur,111600,111670
computeDescriptors,3166749,3166769
computeDescriptors,3100403,3100434
GaussianBlur,71695,71745
GaussianBlur,106300,106350
computeDescriptors,2619071,2619091
computeDescriptors,2592421,2592431
GaussianBlur,131657,131727
GaussianBlur,120175,120236
computeDescriptors,2196035,2196135
computeDescriptors,2218727,2218747
GaussianBlur,63018,63058
GaussianBlur,84448,84468
computeDescriptors,1829587,1829617
computeDescriptors,1822594,1822624
GaussianBlur,45957,46007
GaussianBlur,58690,58720
computeDescriptors,1533180,1533200
computeDescriptors,1539413,1539443
Track,905192421,905192672
GrabImageStereo,960223526,960223636
ComputePyramid,697721,698252
ComputePyramid,983547,983668
DistributeOctTree,1376886,1376957
DistributeOctTree,1471635,1471695
DistributeOctTree,905391,905411
DistributeOctTree,949204,949254
DistributeOctTree,650362,650392
DistributeOctTree,665220,665230
DistributeOctTree,491133,491163
DistributeOctTree,484521,484541
DistributeOctTree,379002,379022
DistributeOctTree,380645,380675
DistributeOctTree,304382,304412
DistributeOctTree,295104,295144
DistributeOctTree,198293,198313
DistributeOctTree,204043,204113
DistributeOctTree,152326,152346
DistributeOctTree,155643,155673
computeOrientation,489229,489319
computeOrientation,367180,367270
computeOrientation,342844,342924
computeOrientation,337744,337814
computeOrientation,413858,413927
computeOrientation,382278,382338
computeOrientation,282401,282481
computeOrientation,290906,290987
computeOrientation,270648,270728
computeOrientation,256421,256532
computeOrientation,263645,263706
computeOrientation,296897,296988
computeOrientation,272401,272471
computeOrientation,270528,270608
computeOrientation,264747,264817
ComputeKeyPointsOctTree,12548033,12548053
computeOrientation,232637,232717
ComputeKeyPointsOctTree,12917557,12917567
GaussianBlur,134803,134843
GaussianBlur,107973,108033
computeDescriptors,5547452,5547492
computeDescriptors,5541480,5541520
GaussianBlur,100589,100619
GaussianBlur,82706,82766
computeDescriptors,4584783,4584844
computeDescriptors,4571568,4571599
GaussianBlur,79910,79950
GaussianBlur,49493,49513
computeDescriptors,3782045,3782065
computeDescriptors,3828894,3828914
GaussianBlur,66645,66695
GaussianBlur,68990,69040
computeDescriptors,3169413,3169444
GaussianBlur,57168,57188
computeDescriptors,3162471,3162501
GaussianBlur,58340,58420
computeDescriptors,2644679,2644699
computeDescriptors,2645921,2645951
GaussianBlur,132529,132569
GaussianBlur,131467,131538
computeDescriptors,2224409,2224429
GaussianBlur,46467,46487
computeDescriptors,2207518,2207538
GaussianBlur,117932,117982
computeDescriptors,1802326,1802356
GaussianBlur,43712,43762
computeDescriptors,1796825,1796855
GaussianBlur,39885,39915
computeDescriptors,1514935,1514955
computeDescriptors,1528431,1528461
Track,766817242,766817482
GrabImageStereo,815853745,815853855
ComputePyramid,718901,719020
ComputePyramid,926320,926430
DistributeOctTree,1443953,1444013
DistributeOctTree,1461856,1461927
DistributeOctTree,933934,933964
DistributeOctTree,913255,913275
DistributeOctTree,664528,664558
DistributeOctTree,663276,663296
DistributeOctTree,495360,495390
DistributeOctTree,502544,502574
DistributeOctTree,383901,383931
DistributeOctTree,384322,384342
DistributeOctTree,259898,259918
DistributeOctTree,258946,258976
DistributeOctTree,196139,196159
DistributeOctTree,210986,211036
DistributeOctTree,148870,148899
DistributeOctTree,159791,159811
computeOrientation,588485,588565
computeOrientation,598524,598615
computeOrientation,301747,301817
computeOrientation,308880,308950
computeOrientation,309392,309472
computeOrientation,323928,323998
computeOrientation,285637,285717
computeOrientation,329298,329359
computeOrientation,326544,326644
computeOrientation,321134,321204
computeOrientation,319801,319871
computeOrientation,323868,323959
computeOrientation,322066,322136
computeOrientation,285186,285255
computeOrientation,284705,284785
ComputeKeyPointsOctTree,13394814,13394844
GaussianBlur,160902,160972
computeOrientation,362091,362191
ComputeKeyPointsOctTree,13961509,13961539
GaussianBlur,127239,127319
computeDescriptors,5472952,5472982
GaussianBlur,95459,95520
computeDescriptors,5484723,5484773
GaussianBlur,95970,96031
computeDescriptors,4534439,4534460
GaussianBlur,68408,68438
computeDescriptors,4534630,4534650
GaussianBlur,138630,138690
computeDescriptors,3760935,3760955
GaussianBlur,67948,67998
computeDescriptors,3764802,3764821
GaussianBlur,65543,65593
computeDescriptors,3130161,3130181
GaussianBlur,52269,52329
computeDescriptors,3111416,3111476
GaussianBlur,59441,59461
computeDescriptors,2593072,2593092
GaussianBlur,50024,50074
computeDescriptors,2595055,2595075
GaussianBlur,55805,55855
computeDescriptors,2185877,2185897
GaussianBlur,117300,117320
computeDescriptors,2164055,2164075
GaussianBlur,48371,48431
computeDescriptors,1812124,1812144
GaussianBlur,45766,45796
computeDescriptors,1833955,1833985
GaussianBlur,44584,44654
computeDescriptors,1498536,1498555
computeDescriptors,1518363,1518383
Track,661662194,661662444
GrabImageStereo,711215376,711215416
ComputePyramid,699905,700015
ComputePyramid,879302,879412
DistributeOctTree,1423314,1423324
DistributeOctTree,1523311,1523351
DistributeOctTree,921712,921732
DistributeOctTree,915330,915359
DistributeOctTree,673506,673526
DistributeOctTree,669177,669197
DistributeOctTree,514777,514847
DistributeOctTree,496813,496834
DistributeOctTree,382990,383010
DistributeOctTree,386746,386776
DistributeOctTree,266831,266851
DistributeOctTree,258245,258265
DistributeOctTree,193593,193623
DistributeOctTree,150443,150463
DistributeOctTree,198933,198953
DistributeOctTree,154410,154430
computeOrientation,1765076,1765176
computeOrientation,1442329,1442399
computeOrientation,479251,479321
computeOrientation,524605,524675
computeOrientation,330220,330280
computeOrientation,287340,287390
computeOrientation,348455,348535
computeOrientation,332264,332334
computeOrientation,346441,346511
computeOrientation,356029,356119
computeOrientation,347283,347343
computeOrientation,345599,345679
computeOrientation,330681,330751
computeOrientation,328136,328216
computeOrientation,328547,328607
ComputeKeyPointsOctTree,14888621,14888650
computeOrientation,311866,311936
ComputeKeyPointsOctTree,15093735,15093755
GaussianBlur,160020,160110
GaussianBlur,350719,350779
computeDescriptors,5524078,5524118
computeDescriptors,5365379,5365409
GaussianBlur,221907,221967
GaussianBlur,327666,327716
computeDescriptors,4585204,4585224
computeDescriptors,4453857,4453867
GaussianBlur,85140,85170
GaussianBlur,199034,199084
computeDescriptors,3817742,3817762
computeDescriptors,3740137,3740157
GaussianBlur,70283,70352
GaussianBlur,38703,38733
computeDescriptors,3171888,3171918
computeDescriptors,3171518,3171548
GaussianBlur,57418,57478
GaussianBlur,32311,32331
computeDescriptors,2603362,2603382
computeDescriptors,2606487,2606517
GaussianBlur,52729,52790
GaussianBlur,33623,33653
computeDescriptors,2174315,2174335
computeDescriptors,2199313,2199343
GaussianBlur,120396,120446
GaussianBlur,47089,47129
computeDescriptors,1791225,1791255
computeDescriptors,1808277,1808307
GaussianBlur,43001,43051
GaussianBlur,24606,24636
computeDescriptors,1502473,1502493
computeDescriptors,1505639,1505659
Track,588696816,588697007
GrabImageStereo,639639880,639639910
ComputePyramid,755108,755249
ComputePyramid,888579,888700
DistributeOctTree,1312255,1312276
DistributeOctTree,1385092,1385152
DistributeOctTree,899500,899520
DistributeOctTree,913787,913817
DistributeOctTree,660811,660842
DistributeOctTree,678123,678143
DistributeOctTree,481465,481495
DistributeOctTree,509407,509427
DistributeOctTree,390153,390183
DistributeOctTree,404410,404490
DistributeOctTree,255400,255430
DistributeOctTree,190678,190699
DistributeOctTree,255630,255660
DistributeOctTree,146605,146635
DistributeOctTree,196359,196389
DistributeOctTree,149300,149320
computeOrientation,1972636,1972716
computeOrientation,1520366,1520456
computeOrientation,451398,451478
computeOrientation,443774,443844
computeOrientation,347202,347282
computeOrientation,341511,341601
computeOrientation,330351,330421
computeOrientation,327826,327886
computeOrientation,304061,304131
computeOrientation,330922,331012
computeOrientation,295595,295685
computeOrientation,264327,264397
computeOrientation,313219,313299
computeOrientation,343185,343245
computeOrientation,295014,295084
ComputeKeyPointsOctTree,14196591,14196621
computeOrientation,270588,270658
ComputeKeyPointsOctTree,14386888,14386908
GaussianBlur,156243,156303
GaussianBlur,341271,341291
computeDescriptors,5550808,5550837
computeDescriptors,5337507,5337537
GaussianBlur,94066,94127
GaussianBlur,208432,208472
computeDescriptors,4561038,4561058
computeDescriptors,4452414,4452434
GaussianBlur,82475,82525
GaussianBlur,50785,50815
computeDescriptors,3779931,3779951
computeDescriptors,3806592,3806622
GaussianBlur,75742,75802
GaussianBlur,67276,67346
computeDescriptors,3098902,3098932
GaussianBlur,66715,66786
computeDescriptors,3148695,3148735
GaussianBlur,65363,65393
computeDescriptors,2598621,2598651
GaussianBlur,144561,144612
computeDescriptors,2612658,2612688
GaussianBlur,50285,50315
computeDescriptors,2189975,2189995
computeDescriptors,2168615,2168625
GaussianBlur,55174,55244
GaussianBlur,27873,27903
computeDescriptors,1816814,1816834
computeDescriptors,1833875,1833905
GaussianBlur,47108,47168
GaussianBlur,27602,27622
computeDescriptors,1522460,1522480
computeDescriptors,1524023,1524043
Track,524241657,524241828
GrabImageStereo,576030861,576030891
ComputePyramid,690557,690657
ComputePyramid,913406,913516
DistributeOctTree,1756831,1756880
DistributeOctTree,1769855,1769915
DistributeOctTree,870555,870585
DistributeOctTree,925769,925789
DistributeOctTree,632338,632408
DistributeOctTree,656964,656984
DistributeOctTree,473229,473259
DistributeOctTree,487155,487175
DistributeOctTree,378021,378091
DistributeOctTree,393139,393159
DistributeOctTree,258626,258656
DistributeOctTree,187011,187031
DistributeOctTree,257744,257774
DistributeOctTree,152958,153038
DistributeOctTree,194636,194666
DistributeOctTree,149391,149411
computeOrientation,2137436,2137526
computeOrientation,1685366,1685457
computeOrientation,350769,350859
computeOrientation,350118,350198
computeOrientation,336031,336102
computeOrientation,335030,335100
computeOrientation,343496,343566
computeOrientation,352853,352943
computeOrientation,352522,352592
computeOrientation,351721,351821
computeOrientation,316865,316945
computeOrientation,312508,312598
computeOrientation,312006,312086
computeOrientation,338967,339057
computeOrientation,300795,300885
ComputeKeyPointsOctTree,14941952,14941961
computeOrientation,278924,279015
ComputeKeyPointsOctTree,15221236,15221256
GaussianBlur,153549,153629
GaussianBlur,341752,341802
computeDescriptors,5488790,5488821
computeDescriptors,5330203,5330233
GaussianBlur,91021,91072
GaussianBlur,54382,54402
computeDescriptors,4534017,4534038
computeDescriptors,4564154,4564174
GaussianBlur,111510,111580
GaussianBlur,68349,68379
computeDescriptors,3851536,3851556
computeDescriptors,3801311,3801331
GaussianBlur,64742,64812
GaussianBlur,146816,146866
computeDescriptors,3121966,3121986
computeDescriptors,3076369,3076400
GaussianBlur,58470,58500
GaussianBlur,31469,31519
computeDescriptors,2598080,2598110
computeDescriptors,2615693,2615734
GaussianBlur,60334,60374
GaussianBlur,32230,32271
computeDescriptors,2166100,2166130
computeDescriptors,2178482,2178503
GaussianBlur,49073,49133
GaussianBlur,29145,29165
computeDescriptors,1791215,1791225
computeDescriptors,1794913,1794943
GaussianBlur,45756,45806
GaussianBlur,22342,22362
computeDescriptors,1492835,1492855
computeDescriptors,1509687,1509707
Track,505183143,505183384
GrabImageStereo,556297200,556297220
ComputePyramid,649400,649510
ComputePyramid,903217,903317
DistributeOctTree,1307886,1307937
DistributeOctTree,1227997,1228057
DistributeOctTree,865155,865175
DistributeOctTree,864514,864544
DistributeOctTree,615507,615527
DistributeOctTree,642007,642027
DistributeOctTree,484680,484710
DistributeOctTree,478388,478418
DistributeOctTree,374794,374814
DistributeOctTree,383931,383951
DistributeOctTree,248427,248447
DistributeOctTree,244510,244530
DistributeOctTree,184146,184166
DistributeOctTree,181962,181982
DistributeOctTree,138250,138260
DistributeOctTree,144051,144071
computeOrientation,2227374,2227494
computeOrientation,2188762,2188882
computeOrientation,403809,403919
computeOrientation,424818,424918
computeOrientation,354186,354245
computeOrientation,324189,324279
computeOrientation,330311,330380
computeOrientation,339528,339608
computeOrientation,324429,324489
computeOrientation,320352,320432
computeOrientation,313920,313990
computeOrientation,311936,312006
computeOrientation,310563,310634
computeOrientation,309561,309631
computeOrientation,319090,319180
ComputeKeyPointsOctTree,14104146,14104166
computeOrientation,314761,314831
ComputeKeyPointsOctTree,14399291,14399311
GaussianBlur,155963,156053
GaussianBlur,348415,348475
computeDescriptors,5502517,5502557
computeDescriptors,5350131,5350171
GaussianBlur,86242,86292
GaussianBlur,59011,59031
computeDescriptors,4530742,4530762
computeDescriptors,4574725,4574755
GaussianBlur,80200,80240
GaussianBlur,79339,79399
computeDescriptors,3792305,3792325
GaussianBlur,63580,63620
computeDescriptors,3777146,3777196
GaussianBlur,70322,70382
computeDescriptors,3135440,3135470
GaussianBlur,60674,60714
computeDescriptors,3139016,3139046
GaussianBlur,56596,56656
computeDescriptors,2593833,2593864
GaussianBlur,62507,62568
computeDescriptors,2603912,2603942
GaussianBlur,48942,49012
computeDescriptors,2169164,2169174
GaussianBlur,50515,50565
computeDescriptors,2180466,2180636
GaussianBlur,52769,52819
computeDescriptors,1817374,1817395
GaussianBlur,48271,48341
computeDescriptors,1802386,1802416
GaussianBlur,43201,43251
computeDescriptors,1517150,1517160
computeDescriptors,1514846,1514856
Track,932415493,932415683
GrabImageStereo,983900124,983900144
ComputePyramid,722518,722627
ComputePyramid,852582,852692
DistributeOctTree,1226113,1226173
DistributeOctTree,1340549,1340599
DistributeOctTree,858813,858894
DistributeOctTree,845900,845920
DistributeOctTree,609225,609284
DistributeOctTree,616058,616088
DistributeOctTree,455365,455395
DistributeOctTree,450597,450617
DistributeOctTree,360988,361008
DistributeOctTree,356940,356960
DistributeOctTree,241914,241934
DistributeOctTree,241264,241294
DistributeOctTree,179196,179216
DistributeOctTree,177112,177142
DistributeOctTree,146125,146155
DistributeOctTree,138680,138690
computeOrientation,825110,825200
computeOrientation,693122,693242
computeOrientation,355137,355217
computeOrientation,365597,365687
computeOrientation,341471,341562
computeOrientation,340430,340520
computeOrientation,331893,331983
computeOrientation,373351,373421
computeOrientation,308009,308089
computeOrientation,301346,301406
computeOrientation,316244,316314
computeOrientation,316014,316084
computeOrientation,296838,296908
computeOrientation,264908,264977
computeOrientation,310083,310163
ComputeKeyPointsOctTree,12934590,12934600
computeOrientation,305104,305183
ComputeKeyPointsOctTree,13110159,13110179
GaussianBlur,225223,225263
GaussianBlur,336111,336151
computeDescriptors,5360670,5360700
computeDescriptors,5537282,5537312
GaussianBlur,93686,93746
GaussianBlur,232497,232527
computeDescriptors,4573503,4573523
computeDescriptors,4494104,4494124
GaussianBlur,80020,80080
GaussianBlur,53370,53421
computeDescriptors,3780823,3780843
computeDescriptors,3800891,3800931
GaussianBlur,62919,62979
GaussianBlur,43211,43231
computeDescriptors,3161549,3161569
computeDescriptors,3136273,3136293
GaussianBlur,53100,53160
GaussianBlur,45585,45615
computeDescriptors,2613000,2613019
computeDescriptors,2599544,2599554
GaussianBlur,63780,63840
GaussianBlur,37571,37611
computeDescriptors,2161862,2161892
computeDescriptors,2168394,2168434
GaussianBlur,54903,54953
GaussianBlur,31249,31269
computeDescriptors,1790223,1790243
computeDescriptors,1795493,1795523
GaussianBlur,49743,49783
GaussianBlur,25488,25528
computeDescriptors,1497213,1497243
computeDescriptors,1514095,1514125
Track,841683650,841684010
GrabImageStereo,890423334,890423455
ComputePyramid,792569,792709
ComputePyramid,964562,964702
DistributeOctTree,1223247,1223318
DistributeOctTree,1284263,1284293
DistributeOctTree,843966,843996
DistributeOctTree,851931,851961
DistributeOctTree,617040,617100
DistributeOctTree,614254,614285
DistributeOctTree,458581,458612
DistributeOctTree,448092,448122
DistributeOctTree,359907,359916
DistributeOctTree,352332,352352
DistributeOctTree,238408,238428
DistributeOctTree,240262,240292
DistributeOctTree,177364,177384
DistributeOctTree,178415,178435
DistributeOctTree,140164,140184
DistributeOctTree,141877,141897
computeOrientation,833165,833275
computeOrientation,692771,692862
computeOrientation,354185,354265
computeOrientation,380385,380455
computeOrientation,341422,341492
computeOrientation,328527,328638
computeOrientation,331452,331522
computeOrientation,341692,341772
computeOrientation,326333,326393
computeOrientation,352723,352803
computeOrientation,273934,274015
computeOrientation,321494,321574
computeOrientation,291066,291137
computeOrientation,290967,291037
computeOrientation,293782,293862
ComputeKeyPointsOctTree,12485095,12485105
computeOrientation,255200,255260
ComputeKeyPointsOctTree,12389355,12389384
GaussianBlur,130355,130425
GaussianBlur,129794,129884
computeDescriptors,5492919,5492959
computeDescriptors,5453515,5453555
GaussianBlur,94077,94147
GaussianBlur,231004,231024
computeDescriptors,4592468,4592488
computeDescriptors,4440412,4440442
GaussianBlur,66955,66976
GaussianBlur,193484,193524
computeDescriptors,3810088,3810109
computeDescriptors,3713667,3713687
GaussianBlur,70172,70242
GaussianBlur,130966,131006
computeDescriptors,3156819,3156849
computeDescriptors,3087620,3087640
GaussianBlur,79419,79479
GaussianBlur,101731,101771
computeDescriptors,2561222,2561252
computeDescriptors,2623950,2623980
GaussianBlur,51878,51937
GaussianBlur,113743,113793
computeDescriptors,2164486,2164506
computeDescriptors,2158425,2158466
GaussianBlur,51757,51798
GaussianBlur,24637,24687
computeDescriptors,1782338,1782358
computeDescriptors,1807466,1807586
GaussianBlur,126207,126267
GaussianBlur,53711,53761
computeDescriptors,1499506,1499536
computeDescriptors,1504336,1504356
Track,671518269,671518470
GrabImageStereo,719466767,719466858
ComputePyramid,712679,712779
ComputePyramid,879702,879823
DistributeOctTree,1359624,1359675
DistributeOctTree,1377929,1377939
DistributeOctTree,844447,844467
DistributeOctTree,850218,850248
DistributeOctTree,588706,588736
DistributeOctTree,612261,612291
DistributeOctTree,441088,441108
DistributeOctTree,447761,447791
DistributeOctTree,355287,355307
DistributeOctTree,315363,315383
DistributeOctTree,238879,238909
DistributeOctTree,241574,241604
DistributeOctTree,178214,178244
DistributeOctTree,175891,175911
DistributeOctTree,137738,137768
DistributeOctTree,135745,135765
computeOrientation,2217265,2217355
computeOrientation,2145971,2146071
computeOrientation,371719,371799
computeOrientation,402075,402175
computeOrientation,332234,332304
computeOrientation,352122,352192
computeOrientation,324961,325041
computeOrientation,325321,325381
computeOrientation,303641,303721
computeOrientation,270839,270919
computeOrientation,328888,328958
computeOrientation,328086,328176
computeOrientation,322626,322706
computeOrientation,320302,320372
computeOrientation,332695,332766
ComputeKeyPointsOctTree,14370227,14370237
computeOrientation,327906,327997
ComputeKeyPointsOctTree,14252295,14252315
GaussianBlur,158969,159049
GaussianBlur,331373,331413
computeDescriptors,5493130,5493170
computeDescriptors,5335995,5336045
GaussianBlur,96641,96701
GaussianBlur,202791,202861
computeDescriptors,4541041,4541061
computeDescriptors,4425544,4425564
GaussianBlur,77085,77145
GaussianBlur,52800,52820
computeDescriptors,3765503,3765523
computeDescriptors,3776183,3776273
GaussianBlur,72105,72175
GaussianBlur,50555,50625
computeDescriptors,3104523,3104542
computeDescriptors,3105204,3105254
GaussianBlur,60905,60935
GaussianBlur,119084,119144
computeDescriptors,2589155,2589175
GaussianBlur,61185,61265
computeDescriptors,2559128,2559168
GaussianBlur,54913,54973
computeDescriptors,2165318,2165358
GaussianBlur,56176,56226
computeDescriptors,2173673,2173703
GaussianBlur,113043,113083
computeDescriptors,1777349,1777369
GaussianBlur,117510,117550
computeDescriptors,1793790,1793820
GaussianBlur,40265,40305
computeDescriptors,1516669,1516689
computeDescriptors,1496882,1496902
Track,527490140,527490330
GrabImageStereo,577360138,577360228
ComputePyramid,714392,714482
ComputePyramid,739459,739550
DistributeOctTree,1212217,1212247
DistributeOctTree,1263163,1263223
DistributeOctTree,821293,821313
DistributeOctTree,833506,833526
DistributeOctTree,583516,583556
DistributeOctTree,596360,596380
DistributeOctTree,453171,453241
DistributeOctTree,482086,482106
DistributeOctTree,347673,347693
DistributeOctTree,360878,360908
DistributeOctTree,232426,232446
DistributeOctTree,230583,230614
DistributeOctTree,172004,172024
DistributeOctTree,133731,133762
DistributeOctTree,177013,177033
DistributeOctTree,141025,141045
computeOrientation,2193551,2193662
computeOrientation,1897675,1897816
computeOrientation,366218,366288
computeOrientation,371749,371829
computeOrientation,341402,341472
computeOrientation,365126,365196
computeOrientation,328086,328147
computeOrientation,296697,296757
computeOrientation,333847,333937
computeOrientation,329469,329559
computeOrientation,321714,321805
computeOrientation,320923,321004
computeOrientation,317677,317737
computeOrientation,314160,314230
computeOrientation,315533,315603
ComputeKeyPointsOctTree,13466990,13467020
computeOrientation,310553,310623
ComputeKeyPointsOctTree,13546588,13546619
GaussianBlur,154871,154942
GaussianBlur,339158,339198
computeDescriptors,5528726,5528766
computeDescriptors,5328510,5328540
GaussianBlur,82034,82094
GaussianBlur,253716,253767
computeDescriptors,4570277,4570297
computeDescriptors,4452515,4452545
GaussianBlur,72085,72145
GaussianBlur,186701,186751
computeDescriptors,3787485,3787505
computeDescriptors,3705481,3705511
GaussianBlur,64912,64982
GaussianBlur,41308,41328
computeDescriptors,3131513,3131543
computeDescriptors,3118829,3118849
GaussianBlur,61846,61876
GaussianBlur,36238,36288
computeDescriptors,2616415,2616445
computeDescriptors,2629079,2629109
GaussianBlur,119234,119294
GaussianBlur,96462,96491
computeDescriptors,2177400,2177430
computeDescriptors,2166459,2166489
GaussianBlur,125155,125195
GaussianBlur,79450,79470
computeDescriptors,1808477,1808508
computeDescriptors,1802306,1802326
GaussianBlur,55494,55544
GaussianBlur,113633,113663
computeDescriptors,1502713,1502734
computeDescriptors,1520396,1520426
Track,492331389,492331970
GrabImageStereo,542140071,542140101
ComputePyramid,726946,727066
ComputePyramid,732957,733048
DistributeOctTree,1500630,1500679
DistributeOctTree,1506300,1506310
DistributeOctTree,763053,763073
DistributeOctTree,791587,791617
DistributeOctTree,581081,581101
DistributeOctTree,605487,605518
DistributeOctTree,440017,440047
DistributeOctTree,441249,441279
DistributeOctTree,351290,351320
DistributeOctTree,320852,320872
DistributeOctTree,232667,232698
DistributeOctTree,234931,234952
DistributeOctTree,175519,175540
DistributeOctTree,176482,176512
DistributeOctTree,136056,136086
DistributeOctTree,138911,138931
computeOrientation,2025585,2025726
computeOrientation,1911050,1911191
computeOrientation,484249,484310
computeOrientation,450075,450165
computeOrientation,343345,343415
computeOrientation,349977,350057
computeOrientation,333887,333957
computeOrientation,331152,331222
computeOrientation,328116,328206
computeOrientation,354576,354656
computeOrientation,298140,298200
computeOrientation,294213,294273
computeOrientation,299202,299282
computeOrientation,298711,298781
computeOrientation,294784,294844
ComputeKeyPointsOctTree,14137139,14137168
computeOrientation,270709,270779
ComputeKeyPointsOctTree,14196069,14196089
GaussianBlur,147337,147417
GaussianBlur,335630,335680
computeDescriptors,5496746,5496777
computeDescriptors,5342667,5342707
GaussianBlur,92614,92674
GaussianBlur,54712,54732
computeDescriptors,4546361,4546371
computeDescriptors,4559265,4559284
GaussianBlur,75041,75091
GaussianBlur,53440,53460
computeDescriptors,3795290,3795321
computeDescriptors,3791052,3791082
GaussianBlur,68549,68609
GaussianBlur,81924,81994
computeDescriptors,3156721,3156741
GaussianBlur,59872,59923
computeDescriptors,3172721,3172741
GaussianBlur,113493,113543
computeDescriptors,2619841,2619861
computeDescriptors,2573394,2573414
GaussianBlur,126627,126658
GaussianBlur,49964,50024
computeDescriptors,2174705,2174725
GaussianBlur,51517,51577
computeDescriptors,2189444,2189464
GaussianBlur,49734,49784
computeDescriptors,1793009,1793039
GaussianBlur,42600,42630
computeDescriptors,1794171,1794191
GaussianBlur,38643,38703
computeDescriptors,1502041,1502051
computeDescriptors,1500619,1500649
Track,467245741,467245942
GrabImageStereo,516761706,516761746
ComputePyramid,673124,673245
ComputePyramid,895753,895863
DistributeOctTree,1182842,1182902
DistributeOctTree,1201727,1201777
DistributeOctTree,801386,801416
DistributeOctTree,784484,784504
DistributeOctTree,573467,573497
DistributeOctTree,582394,582424
DistributeOctTree,432843,432873
DistributeOctTree,453151,453181
DistributeOctTree,351160,351180
DistributeOctTree,334188,334198
DistributeOctTree,230152,230172
DistributeOctTree,247815,247835
DistributeOctTree,169979,170009
DistributeOctTree,196930,196950
DistributeOctTree,135645,135674
DistributeOctTree,133070,133100
computeOrientation,838986,839076
computeOrientation,796156,796246
computeOrientation,362962,363032
computeOrientation,394100,394200
computeOrientation,347422,347503
computeOrientation,342082,342183
computeOrientation,334468,334528
computeOrientation,331843,331924
computeOrientation,331322,331402
computeOrientation,330371,330420
computeOrientation,323939,324009
computeOrientation,320772,320843
computeOrientation,315924,316004
computeOrientation,315142,315202
computeOrientation,320131,320212
ComputeKeyPointsOctTree,12249571,12249591
computeOrientation,315322,315383
ComputeKeyPointsOctTree,12042483,12042503
GaussianBlur,209674,209724
GaussianBlur,329178,329218
computeDescriptors,5499532,5499562
computeDescriptors,5348238,5348278
GaussianBlur,90179,90239
GaussianBlur,218360,218400
computeDescriptors,4561850,4561880
