function_name,duration,high_res_duration
DistributeOctTree,1972489,1972569
DistributeOctTree,1121478,1121628
DistributeOctTree,1254046,1254086
DistributeOctTree,781495,781615
DistributeOctTree,913713,913753
DistributeOctTree,601384,601514
DistributeOctTree,492731,492761
DistributeOctTree,703453,703523
DistributeOctTree,370353,370403
DistributeOctTree,248655,248685
DistributeOctTree,530715,530765
DistributeOctTree,196794,196814
DistributeOctTree,432434,432474
computeOrientation,591784,591875
computeOrientation,427033,427113
DistributeOctTree,288923,288953
computeOrientation,284996,285086
DistributeOctTree,202585,202615
computeOrientation,350083,350193
computeOrientation,643867,643967
computeOrientation,407485,407575
computeOrientation,384239,384330
computeOrientation,558580,558680
computeOrientation,381695,381775
computeOrientation,413767,413857
computeOrientation,364461,364541
ComputeKeyPointsOctTree,15948276,15948327
GaussianBlur,189891,189951
computeOrientation,540164,540244
computeOrientation,386505,386605
computeOrientation,287561,287641
computeOrientation,276480,276590
computeOrientation,273965,274055
ComputeKeyPointsOctTree,18044256,18044286
GaussianBlur,177516,177586
computeDescriptors,5938798,5938848
GaussianBlur,125324,125404
computeDescriptors,5910943,5911003
GaussianBlur,123681,123742
computeDescriptors,4807811,4807851
GaussianBlur,104955,105045
computeDescriptors,4787942,4788003
GaussianBlur,93282,93352
computeDescriptors,4030573,4030593
GaussianBlur,93062,93132
computeDescriptors,4020224,4020274
GaussianBlur,80336,80396
computeDescriptors,3282786,3282836
GaussianBlur,78464,78523
computeDescriptors,3301321,3301351
GaussianBlur,89615,89685
computeDescriptors,2729855,2729885
GaussianBlur,67521,67581
computeDescriptors,2769964,2769995
GaussianBlur,71590,71660
computeDescriptors,2272023,2272073
GaussianBlur,60528,60589
computeDescriptors,2327081,2327111
GaussianBlur,61099,61169
computeDescriptors,1885057,1885107
GaussianBlur,66660,66690
computeDescriptors,1873354,1873365
computeDescriptors,1599431,1599470
GaussianBlur,53304,53324
computeDescriptors,1581846,1581876
Track,885846671,885846962
GrabImageStereo,942855923,942856012
ComputePyramid,869637,869737
ComputePyramid,1294165,1294305
DistributeOctTree,1325215,1325285
DistributeOctTree,1295748,1295808
DistributeOctTree,798247,798308
DistributeOctTree,778960,779010
DistributeOctTree,617014,617084
DistributeOctTree,592305,592385
DistributeOctTree,463925,463965
DistributeOctTree,435249,435280
DistributeOctTree,346075,346105
DistributeOctTree,235840,235860
DistributeOctTree,364722,364792
DistributeOctTree,174761,174791
DistributeOctTree,230049,230079
DistributeOctTree,139161,139191
DistributeOctTree,174120,174140
computeOrientation,520045,520135
DistributeOctTree,152117,152147
computeOrientation,386794,386905
computeOrientation,399510,399610
computeOrientation,323641,323721
computeOrientation,316447,316547
computeOrientation,300596,300677
computeOrientation,331196,331266
computeOrientation,289174,289274
computeOrientation,286048,286128
computeOrientation,287211,287281
computeOrientation,251311,251401
computeOrientation,311417,311498
computeOrientation,291578,291638
computeOrientation,301788,301879
ComputeKeyPointsOctTree,12136348,12136378
computeOrientation,329973,330094
computeOrientation,252503,252583
ComputeKeyPointsOctTree,12023137,12023147
GaussianBlur,277341,277422
GaussianBlur,210641,210731
computeDescriptors,5622289,5622430
GaussianBlur,270999,271079
computeDescriptors,5789355,5789516
GaussianBlur,108993,109063
computeDescriptors,4622970,4623110
GaussianBlur,100406,100486
computeDescriptors,4704409,4704569
GaussianBlur,196012,196143
computeDescriptors,3822357,3822497
GaussianBlur,74937,75006
computeDescriptors,3910429,3910569
GaussianBlur,72661,72752
computeDescriptors,3217858,3217959
GaussianBlur,64176,64266
computeDescriptors,3249038,3249179
GaussianBlur,61510,61580
computeDescriptors,2658778,2658798
GaussianBlur,67582,67652
computeDescriptors,2662725,2663307
GaussianBlur,121938,122018
computeDescriptors,2199271,2199281
GaussianBlur,56280,56349
computeDescriptors,2256903,2257043
GaussianBlur,67793,67853
computeDescriptors,1816053,1816113
GaussianBlur,53545,53595
computeDescriptors,1850260,1850419
GaussianBlur,152778,152878
computeDescriptors,1535506,1535526
computeDescriptors,1523973,1524003
Track,705211159,705211520
GrabImageStereo,755547184,755547214
ComputePyramid,673714,673824
ComputePyramid,939493,939663
DistributeOctTree,1363700,1363780
DistributeOctTree,1575133,1575243
DistributeOctTree,773579,773599
DistributeOctTree,1109615,1109644
DistributeOctTree,583048,583058
DistributeOctTree,436672,436702
DistributeOctTree,354481,354502
DistributeOctTree,854387,854467
DistributeOctTree,230029,230049
DistributeOctTree,175843,175873
DistributeOctTree,141536,141566
DistributeOctTree,643796,643826
computeOrientation,707010,707100
computeOrientation,262051,262121
computeOrientation,236191,236281
DistributeOctTree,483603,483643
computeOrientation,221973,222053
computeOrientation,224037,224127
computeOrientation,211683,211763
computeOrientation,199389,199469
DistributeOctTree,375071,375092
computeOrientation,197154,197235
ComputeKeyPointsOctTree,12442173,12442203
DistributeOctTree,244547,244577
GaussianBlur,310296,310356
DistributeOctTree,200982,201013
computeOrientation,484525,484615
computeOrientation,249606,249717
computeOrientation,232954,233035
computeOrientation,229849,229939
computeOrientation,226092,226181
computeOrientation,212084,212174
computeOrientation,206413,206483
computeOrientation,202265,202355
ComputeKeyPointsOctTree,14954224,14954234
GaussianBlur,914594,914694
computeDescriptors,5587771,5587821
GaussianBlur,173429,173469
computeDescriptors,5903777,5903827
GaussianBlur,104724,104774
computeDescriptors,4619973,4620003
GaussianBlur,175382,175412
computeDescriptors,4814723,4814763
computeDescriptors,3859960,3859980
GaussianBlur,169912,169942
GaussianBlur,153399,153460
computeDescriptors,3201887,3201907
GaussianBlur,147718,147798
computeDescriptors,4031725,4031775
GaussianBlur,72501,72531
computeDescriptors,2657485,2657505
GaussianBlur,59205,59225
computeDescriptors,3369042,3369103
GaussianBlur,163489,163549
computeDescriptors,2220652,2220683
GaussianBlur,146195,146265
computeDescriptors,1819219,1819239
computeDescriptors,2779633,2779673
GaussianBlur,132228,132258
GaussianBlur,135504,135514
computeDescriptors,1529804,1529824
computeDescriptors,2303764,2303814
GaussianBlur,56150,56170
computeDescriptors,1875829,1875859
GaussianBlur,53143,53173
computeDescriptors,1583570,1583610
Track,579319735,579320356
GrabImageStereo,637384993,637385023
ComputePyramid,680197,680348
ComputePyramid,1009429,1009550
DistributeOctTree,1261681,1261731
DistributeOctTree,1783960,1784020
DistributeOctTree,798498,798548
DistributeOctTree,581855,581875
DistributeOctTree,1119244,1119294
DistributeOctTree,447914,447934
DistributeOctTree,343319,343339
DistributeOctTree,262092,262112
DistributeOctTree,790482,790493
DistributeOctTree,202525,202555
DistributeOctTree,148891,148921
computeOrientation,502120,502200
computeOrientation,257102,257202
DistributeOctTree,629147,629217
computeOrientation,227113,227183
computeOrientation,217074,217163
computeOrientation,211142,211212
computeOrientation,203878,203958
computeOrientation,204309,204409
DistributeOctTree,498352,498422
computeOrientation,201803,201884
ComputeKeyPointsOctTree,11591975,11591995
GaussianBlur,191774,191825
DistributeOctTree,325194,325194
DistributeOctTree,271259,271319
DistributeOctTree,194780,194830
computeOrientation,408597,408688
computeOrientation,287290,287391
computeOrientation,272191,272301
computeOrientation,267171,267252
computeOrientation,264947,265047
computeOrientation,226973,227043
computeOrientation,220640,220720
computeOrientation,216442,216533
ComputeKeyPointsOctTree,14767129,14767159
GaussianBlur,173879,173929
computeDescriptors,5730970,5731050
GaussianBlur,116748,116808
computeDescriptors,5695972,5696052
GaussianBlur,117099,117169
computeDescriptors,4768283,4768343
GaussianBlur,207585,207655
computeDescriptors,4722523,4722613
GaussianBlur,193768,193798
computeDescriptors,3957280,3957330
GaussianBlur,179149,179179
computeDescriptors,3977840,3977901
computeDescriptors,3262204,3262274
GaussianBlur,183087,183137
GaussianBlur,126787,126807
computeDescriptors,2678275,2678305
GaussianBlur,171334,171375
computeDescriptors,3269639,3269669
GaussianBlur,69466,69486
computeDescriptors,2269838,2269889
GaussianBlur,63985,64005
computeDescriptors,2713233,2713273
GaussianBlur,81809,81880
computeDescriptors,1885127,1885168
GaussianBlur,61640,61710
computeDescriptors,2238337,2238387
GaussianBlur,61550,61590
computeDescriptors,1553340,1553380
computeDescriptors,1882533,1882583
GaussianBlur,161044,161114
computeDescriptors,1528261,1528291
Track,417861695,417861976
GrabImageStereo,471001595,471001605
ComputePyramid,722830,723111
ComputePyramid,968349,968499
DistributeOctTree,1211673,1211734
DistributeOctTree,1217195,1217265
DistributeOctTree,754622,754652
DistributeOctTree,769190,769210
DistributeOctTree,557748,557778
DistributeOctTree,565794,565814
DistributeOctTree,434006,434027
DistributeOctTree,419668,419698
DistributeOctTree,332338,332358
DistributeOctTree,328771,328791
DistributeOctTree,262321,262352
DistributeOctTree,253324,253344
DistributeOctTree,179030,179050
DistributeOctTree,168589,168609
DistributeOctTree,143320,143350
DistributeOctTree,140304,140324
computeOrientation,618136,618216
computeOrientation,576625,576725
computeOrientation,407294,407374
computeOrientation,383087,383157
computeOrientation,350894,350965
computeOrientation,357047,357127
computeOrientation,324313,324383
computeOrientation,344251,344301
computeOrientation,344042,344192
computeOrientation,319864,319934
computeOrientation,361926,362016
computeOrientation,361305,361375
computeOrientation,330564,330645
computeOrientation,351556,351626
computeOrientation,309844,309914
ComputeKeyPointsOctTree,12343439,12343449
computeOrientation,305476,305536
ComputeKeyPointsOctTree,12133710,12133710
GaussianBlur,156064,156104
GaussianBlur,354893,354943
computeDescriptors,5510500,5510530
computeDescriptors,5416266,5416336
GaussianBlur,87331,87391
GaussianBlur,81299,81359
computeDescriptors,4567640,4567660
GaussianBlur,78623,78653
computeDescriptors,4548362,4548402
GaussianBlur,68404,68474
computeDescriptors,3783251,3783281
GaussianBlur,73704,73764
computeDescriptors,3791106,3791147
GaussianBlur,60277,60337
computeDescriptors,3125718,3125738
GaussianBlur,56219,56269
computeDescriptors,3141368,3141408
GaussianBlur,53905,53965
computeDescriptors,2606764,2606794
GaussianBlur,53705,53734
computeDescriptors,2602416,2602446
GaussianBlur,51791,51821
computeDescriptors,2199490,2199510
GaussianBlur,46801,46861
computeDescriptors,2188149,2188179
GaussianBlur,45869,45920
computeDescriptors,1798999,1799019
GaussianBlur,41902,41982
computeDescriptors,1793719,1793739
GaussianBlur,41572,41632
computeDescriptors,1509765,1509795
computeDescriptors,1503804,1503824
Track,382877444,382877735
GrabImageStereo,431431210,431431240
ComputePyramid,689315,689596
ComputePyramid,715025,715175
DistributeOctTree,1184670,1184740
DistributeOctTree,1203116,1203197
DistributeOctTree,746556,746586
DistributeOctTree,783107,783167
DistributeOctTree,550745,550765
DistributeOctTree,588257,588338
DistributeOctTree,414809,414829
DistributeOctTree,339372,339392
DistributeOctTree,428577,428597
DistributeOctTree,273043,273073
DistributeOctTree,379080,379180
DistributeOctTree,191254,191284
DistributeOctTree,131436,131466
DistributeOctTree,266069,266129
computeOrientation,521417,521498
DistributeOctTree,200180,200250
computeOrientation,293483,293563
DistributeOctTree,187235,187306
computeOrientation,303953,304023
computeOrientation,524543,524674
computeOrientation,347047,347117
computeOrientation,350954,351034
computeOrientation,566846,566926
computeOrientation,391704,391835
computeOrientation,386544,386614
computeOrientation,380672,380752
computeOrientation,351015,351065
computeOrientation,285167,285237
computeOrientation,324984,325054
ComputeKeyPointsOctTree,11658843,11658873
computeOrientation,276379,276459
GaussianBlur,142938,143029
computeOrientation,257953,258033
computeOrientation,203377,203447
ComputeKeyPointsOctTree,12156954,12156965
GaussianBlur,165423,165513
computeDescriptors,5548765,5548805
GaussianBlur,83212,83283
computeDescriptors,5563814,5563864
GaussianBlur,139212,139272
computeDescriptors,4604883,4604923
GaussianBlur,76379,76409
computeDescriptors,4644209,4644350
GaussianBlur,87370,87430
computeDescriptors,3808880,3809040
GaussianBlur,68414,68484
computeDescriptors,3822798,3822817
GaussianBlur,66660,66690
computeDescriptors,3156628,3156648
GaussianBlur,54477,54547
computeDescriptors,3171688,3171738
GaussianBlur,62542,62572
computeDescriptors,2598580,2598610
GaussianBlur,52652,52722
computeDescriptors,2598179,2598199
GaussianBlur,54526,54586
computeDescriptors,2182518,2182678
GaussianBlur,48604,48685
computeDescriptors,2179512,2179532
GaussianBlur,49717,49777
computeDescriptors,1788799,1788819
GaussianBlur,43886,43946
computeDescriptors,1784962,1784982
GaussianBlur,52322,52382
computeDescriptors,1500407,1500417
computeDescriptors,1496630,1496650
Track,1065618218,1065618479
GrabImageStereo,1114015198,1114015228
ComputePyramid,670768,670878
ComputePyramid,800100,800201
DistributeOctTree,1235651,1235711
DistributeOctTree,1196664,1196745
DistributeOctTree,831663,831693
DistributeOctTree,775081,775111
DistributeOctTree,574380,574400
DistributeOctTree,571325,571345
DistributeOctTree,436031,436061
DistributeOctTree,422184,422214
DistributeOctTree,337638,337668
DistributeOctTree,337428,337459
DistributeOctTree,256741,256761
DistributeOctTree,270307,270327
DistributeOctTree,195461,195491
DistributeOctTree,201272,201302
DistributeOctTree,162587,162617
DistributeOctTree,161535,161555
computeOrientation,915125,915235
computeOrientation,879265,879355
computeOrientation,395792,395862
computeOrientation,483944,484014
computeOrientation,419478,419578
computeOrientation,350204,350304
computeOrientation,355383,355453
computeOrientation,361385,361475
computeOrientation,333390,333470
computeOrientation,380442,380502
computeOrientation,329933,330013
computeOrientation,291228,291309
computeOrientation,305175,305235
computeOrientation,335976,336066
computeOrientation,301788,301858
ComputeKeyPointsOctTree,12964199,12964229
computeOrientation,276719,276780
ComputeKeyPointsOctTree,12892058,12892098
GaussianBlur,294194,294274
GaussianBlur,492481,492531
computeDescriptors,5567259,5567289
GaussianBlur,112740,112780
computeDescriptors,5778622,5778662
GaussianBlur,134152,134222
computeDescriptors,4610663,4610684
GaussianBlur,81369,81409
computeDescriptors,4658296,4658326
GaussianBlur,87781,87841
computeDescriptors,3855070,3855090
GaussianBlur,163058,163108
computeDescriptors,3860331,3860361
GaussianBlur,70969,71029
computeDescriptors,3196013,3196053
GaussianBlur,64837,64917
computeDescriptors,3204530,3204610
GaussianBlur,62221,62261
computeDescriptors,2664759,2664769
GaussianBlur,62172,62242
computeDescriptors,2670921,2670971
GaussianBlur,61430,61480
computeDescriptors,2210922,2210942
GaussianBlur,53294,53354
computeDescriptors,2224398,2224439
GaussianBlur,56731,56801
computeDescriptors,1837393,1837414
GaussianBlur,55628,55668
computeDescriptors,1855519,1855579
GaussianBlur,52322,52372
computeDescriptors,1544112,1544142
computeDescriptors,1525656,1525685
Track,892017734,892018015
GrabImageStereo,942414530,942414549
ComputePyramid,646641,646852
ComputePyramid,904364,904735
DistributeOctTree,1186995,1187055
DistributeOctTree,1229599,1229749
DistributeOctTree,776435,776454
DistributeOctTree,790251,790361
DistributeOctTree,569902,569962
DistributeOctTree,560994,561094
DistributeOctTree,432563,432593
DistributeOctTree,419448,419478
DistributeOctTree,336937,336957
DistributeOctTree,333350,333380
DistributeOctTree,269555,269575
DistributeOctTree,263524,263554
DistributeOctTree,180341,180362
DistributeOctTree,183728,183758
DistributeOctTree,145975,146005
DistributeOctTree,145344,145374
computeOrientation,628276,628366
computeOrientation,646631,646721
computeOrientation,389800,389870
computeOrientation,379029,379120
computeOrientation,396493,396563
computeOrientation,425750,425820
computeOrientation,304093,304163
computeOrientation,412385,412445
computeOrientation,339642,339733
computeOrientation,382175,382236
computeOrientation,341386,341486
computeOrientation,294425,294495
computeOrientation,419448,419518
computeOrientation,340224,340294
ComputeKeyPointsOctTree,12218923,12218943
computeOrientation,400101,400181
GaussianBlur,176594,176664
computeOrientation,304744,304844
ComputeKeyPointsOctTree,12325130,12325150
GaussianBlur,137308,137378
computeDescriptors,5663607,5663727
GaussianBlur,117649,117719
computeDescriptors,5652635,5652675
GaussianBlur,97090,97150
computeDescriptors,4651833,4651853
GaussianBlur,170333,170393
computeDescriptors,4610422,4610442
GaussianBlur,153218,153269
computeDescriptors,3906270,3906300
GaussianBlur,81359,81399
computeDescriptors,3829069,3829099
GaussianBlur,66941,67001
computeDescriptors,3197777,3197797
GaussianBlur,60578,60618
computeDescriptors,3168841,3168861
GaussianBlur,55578,55638
computeDescriptors,2673004,2673034
GaussianBlur,69355,69435
computeDescriptors,2655429,2655479
GaussianBlur,140624,140674
computeDescriptors,2233987,2234017
GaussianBlur,145815,145895
computeDescriptors,2218888,2218938
GaussianBlur,47202,47262
computeDescriptors,1825210,1825240
GaussianBlur,47393,47453
computeDescriptors,1824729,1824749
GaussianBlur,27634,27664
computeDescriptors,1530916,1530936
computeDescriptors,1543670,1543701
Track,824036829,824037479
GrabImageStereo,873431863,873431933
ComputePyramid,709604,709734
ComputePyramid,846331,846622
DistributeOctTree,1228917,1228987
DistributeOctTree,1216453,1216543
DistributeOctTree,781995,782025
DistributeOctTree,858484,858574
DistributeOctTree,590723,590793
DistributeOctTree,580102,580112
DistributeOctTree,429197,429218
DistributeOctTree,431091,431111
DistributeOctTree,342478,342498
DistributeOctTree,346376,346406
DistributeOctTree,228656,228676
DistributeOctTree,279535,279595
DistributeOctTree,177786,177817
DistributeOctTree,137227,137257
DistributeOctTree,175563,175583
DistributeOctTree,141336,141356
computeOrientation,2244869,2245089
computeOrientation,1986093,1986204
computeOrientation,455598,455668
computeOrientation,549542,549612
computeOrientation,520485,520605
computeOrientation,423857,423937
computeOrientation,409469,409549
computeOrientation,441591,441701
computeOrientation,347417,347487
computeOrientation,361635,361736
computeOrientation,363829,363919
computeOrientation,362677,362767
computeOrientation,364881,364952
computeOrientation,362467,362547
computeOrientation,384670,384740
ComputeKeyPointsOctTree,14204935,14204965
computeOrientation,393237,393327
ComputeKeyPointsOctTree,14090161,14090201
GaussianBlur,227223,227304
GaussianBlur,486669,486719
computeDescriptors,5626233,5626313
GaussianBlur,115044,115114
computeDescriptors,6009260,6009481
GaussianBlur,126496,126527
computeDescriptors,4645180,4645390
GaussianBlur,98512,98582
computeDescriptors,4872935,4873055
GaussianBlur,110245,110275
computeDescriptors,3892893,3892913
GaussianBlur,77230,77291
computeDescriptors,4074266,4074296
GaussianBlur,175933,176003
computeDescriptors,3261601,3261741
GaussianBlur,157227,157347
computeDescriptors,3340906,3340936
GaussianBlur,77641,77681
computeDescriptors,2770642,2770693
GaussianBlur,72411,72482
computeDescriptors,2757508,2757638
GaussianBlur,96828,96899
computeDescriptors,2220100,2220130
GaussianBlur,61149,61219
computeDescriptors,2308663,2308693
GaussianBlur,72381,72432
computeDescriptors,1823837,1823877
GaussianBlur,48384,48454
computeDescriptors,1922460,1922480
computeDescriptors,1540715,1540745
GaussianBlur,67612,67672
computeDescriptors,1590372,1590402
Track,625476089,625476650
GrabImageStereo,679223267,679223297
ComputePyramid,759091,759371
ComputePyramid,766364,766515
DistributeOctTree,1244277,1244337
DistributeOctTree,1286780,1286820
DistributeOctTree,846160,846250
DistributeOctTree,1191283,1191303
DistributeOctTree,574551,574561
DistributeOctTree,580953,581013
DistributeOctTree,435079,435109
DistributeOctTree,337258,337278
DistributeOctTree,433345,433365
DistributeOctTree,227604,227624
DistributeOctTree,344913,344933
DistributeOctTree,176163,176193
DistributeOctTree,144813,144843
DistributeOctTree,233426,233446
DistributeOctTree,179801,179821
computeOrientation,507399,507470
computeOrientation,232393,232473
DistributeOctTree,144311,144382
computeOrientation,335394,335484
computeOrientation,413116,413206
computeOrientation,282852,282922
computeOrientation,299854,299935
computeOrientation,283333,283383
computeOrientation,277130,277210
computeOrientation,263424,263494
computeOrientation,264806,264906
computeOrientation,268704,268774
computeOrientation,263534,263635
computeOrientation,257612,257663
ComputeKeyPointsOctTree,11777078,11777088
computeOrientation,200691,200781
GaussianBlur,173578,173658
computeOrientation,209588,209678
computeOrientation,195291,195371
ComputeKeyPointsOctTree,12244119,12244149
GaussianBlur,122799,122890
computeDescriptors,5574071,5574091
GaussianBlur,96429,96458
computeDescriptors,5654357,5654417
GaussianBlur,95467,95527
computeDescriptors,4569882,4569892
GaussianBlur,75036,75066
computeDescriptors,4771776,4771826
GaussianBlur,82010,82040
computeDescriptors,3857513,3857543
GaussianBlur,76520,76589
computeDescriptors,3906869,3906909
GaussianBlur,76549,76609
computeDescriptors,3184791,3184852
GaussianBlur,52934,52993
computeDescriptors,3191325,3191365
GaussianBlur,57462,57503
computeDescriptors,2641833,2641853
GaussianBlur,51380,51410
computeDescriptors,2625651,2625651
GaussianBlur,56480,56530
computeDescriptors,2194891,2194971
GaussianBlur,59747,59817
computeDescriptors,2259826,2259867
GaussianBlur,50037,50077
computeDescriptors,1809940,1809969
GaussianBlur,48475,48525
computeDescriptors,1824789,1824809
GaussianBlur,45829,45869
computeDescriptors,1513823,1513843
computeDescriptors,1513943,1513963
Track,621364705,621364975
GrabImageStereo,670698608,670698648
ComputePyramid,710586,710686
ComputePyramid,862933,863244
DistributeOctTree,1323150,1323230
DistributeOctTree,1280748,1280898
DistributeOctTree,816482,816512
DistributeOctTree,849367,849387
DistributeOctTree,587355,587416
DistributeOctTree,601954,601973
DistributeOctTree,439648,439678
DistributeOctTree,450128,450158
DistributeOctTree,342288,342308
DistributeOctTree,362127,362157
DistributeOctTree,261219,261249
DistributeOctTree,242603,242633
DistributeOctTree,187215,187245
DistributeOctTree,156646,156676
DistributeOctTree,184971,185001
DistributeOctTree,142948,142969
computeOrientation,2219298,2219418
computeOrientation,2002354,2002455
computeOrientation,537017,537107
computeOrientation,582757,582817
computeOrientation,356065,356184
computeOrientation,395120,395211
computeOrientation,339272,339351
computeOrientation,392796,392876
computeOrientation,300176,300246
computeOrientation,412104,412184
computeOrientation,320465,320545
computeOrientation,392735,392816
computeOrientation,417174,417274
computeOrientation,326507,326587
ComputeKeyPointsOctTree,14340025,14340065
computeOrientation,401904,401984
GaussianBlur,297109,297209
computeOrientation,360142,360213
ComputeKeyPointsOctTree,14953701,14953741
GaussianBlur,259937,259977
computeDescriptors,5632824,5633014
GaussianBlur,201252,201322
computeDescriptors,5581665,5581715
GaussianBlur,189410,189450
computeDescriptors,4666521,4666541
computeDescriptors,4609720,4609740
GaussianBlur,205671,205731
GaussianBlur,88362,88382
computeDescriptors,3883583,3883603
computeDescriptors,3860238,3860318
GaussianBlur,182286,182296
GaussianBlur,118822,118842
computeDescriptors,3202406,3202426
computeDescriptors,3131768,3131788
GaussianBlur,114513,114573
GaussianBlur,171384,171444
computeDescriptors,2630520,2630540
computeDescriptors,2655017,2655038
GaussianBlur,156636,156696
GaussianBlur,114774,114844
computeDescriptors,2196393,2196403
computeDescriptors,2211362,2211402
GaussianBlur,58935,58985
GaussianBlur,39447,39527
computeDescriptors,1828355,1828385
computeDescriptors,1827053,1827103
GaussianBlur,63033,63063
GaussianBlur,164000,164030
computeDescriptors,1552618,1552728
computeDescriptors,1538480,1538500
Track,472404926,472405347
GrabImageStereo,524685189,524685219
ComputePyramid,654206,654396
ComputePyramid,922448,922589
DistributeOctTree,1288012,1288072
DistributeOctTree,1242302,1242382
DistributeOctTree,833906,833956
DistributeOctTree,830209,830279
DistributeOctTree,583538,583558
DistributeOctTree,573117,573177
DistributeOctTree,429839,429869
DistributeOctTree,442904,442964
DistributeOctTree,332679,332709
DistributeOctTree,225901,225921
DistributeOctTree,343881,343941
DistributeOctTree,177887,177917
DistributeOctTree,155363,155383
DistributeOctTree,267021,267071
DistributeOctTree,212284,212354
computeOrientation,521236,521316
DistributeOctTree,169040,169100
computeOrientation,330825,330886
computeOrientation,405230,405300
computeOrientation,279606,279676
computeOrientation,332218,332319
computeOrientation,337679,337779
computeOrientation,323932,324022
computeOrientation,333430,333520
computeOrientation,325825,325915
computeOrientation,302289,302379
computeOrientation,301868,301969
computeOrientation,301387,301458
computeOrientation,295797,295857
computeOrientation,296849,296929
ComputeKeyPointsOctTree,12012756,12012787
GaussianBlur,159641,159711
computeOrientation,369070,369140
computeOrientation,266921,267001
ComputeKeyPointsOctTree,12354192,12354212
GaussianBlur,138280,138360
computeDescriptors,5617324,5617374
GaussianBlur,101769,101828
computeDescriptors,5650448,5650519
GaussianBlur,101277,101337
computeDescriptors,4634548,4634568
GaussianBlur,92230,92310
computeDescriptors,4649117,4649157
GaussianBlur,82861,82921
computeDescriptors,3851611,3851681
GaussianBlur,74755,74815
computeDescriptors,3871810,3871870
GaussianBlur,76479,76539
computeDescriptors,3195782,3195802
GaussianBlur,63343,63373
computeDescriptors,3221542,3221572
GaussianBlur,66229,66339
computeDescriptors,2645750,2645780
GaussianBlur,67421,67471
computeDescriptors,2643456,2643556
GaussianBlur,66881,66951
computeDescriptors,2211543,2211564
GaussianBlur,57553,57613
computeDescriptors,2208997,2209068
GaussianBlur,57783,57843
computeDescriptors,1848765,1848785
GaussianBlur,50698,50739
computeDescriptors,1835529,1835549
GaussianBlur,57582,57642
computeDescriptors,1531015,1531035
computeDescriptors,1530584,1530604
Track,372430300,372430571
GrabImageStereo,425665354,425665454
ComputePyramid,752667,752958
ComputePyramid,873223,873323
DistributeOctTree,1339542,1339623
DistributeOctTree,1456069,1456159
DistributeOctTree,849546,849586
DistributeOctTree,849346,849466
DistributeOctTree,600420,600450
DistributeOctTree,581103,581134
DistributeOctTree,439297,439317
DistributeOctTree,430510,430530
DistributeOctTree,324012,324042
DistributeOctTree,269085,269115
DistributeOctTree,331236,331256
DistributeOctTree,185301,185331
DistributeOctTree,136165,136185
DistributeOctTree,255508,255528
DistributeOctTree,197205,197235
computeOrientation,508592,508682
DistributeOctTree,158088,158108
computeOrientation,335063,335133
computeOrientation,391263,391343
computeOrientation,334332,334412
computeOrientation,348179,348270
computeOrientation,338320,338420
computeOrientation,330485,330555
computeOrientation,332759,332809
computeOrientation,330084,330144
computeOrientation,317889,317960
computeOrientation,314663,314723
computeOrientation,309865,309945
computeOrientation,306438,306498
computeOrientation,307770,307840
ComputeKeyPointsOctTree,12306938,12306969
computeOrientation,270257,270327
GaussianBlur,156175,156245
computeOrientation,255608,255678
ComputeKeyPointsOctTree,12790652,12790672
GaussianBlur,135985,136055
computeDescriptors,5584530,5584570
GaussianBlur,92170,92230
computeDescriptors,5573809,5573859
GaussianBlur,89946,90006
computeDescriptors,4577827,4577847
GaussianBlur,74496,74546
computeDescriptors,4629217,4629267
GaussianBlur,73523,73583
computeDescriptors,3849977,3850007
GaussianBlur,66199,66260
computeDescriptors,3819007,3819037
GaussianBlur,64255,64315
computeDescriptors,3172025,3172045
GaussianBlur,55959,56029
computeDescriptors,3137207,3137238
GaussianBlur,55007,55068
computeDescriptors,2658845,2658865
GaussianBlur,55549,55619
computeDescriptors,2636882,2636922
GaussianBlur,57512,57553
computeDescriptors,2214207,2214227
GaussianBlur,46822,46852
computeDescriptors,2198587,2198617
GaussianBlur,48886,48916
computeDescriptors,1808757,1809208
GaussianBlur,46921,46981
computeDescriptors,1833916,1833956
GaussianBlur,43775,43795
computeDescriptors,1526647,1526677
computeDescriptors,1510465,1510495
Track,844456867,844457106
GrabImageStereo,893612760,893612790
ComputePyramid,662582,662712
ComputePyramid,806924,807304
DistributeOctTree,1256600,1256640
DistributeOctTree,1263794,1263854
DistributeOctTree,816933,816953
DistributeOctTree,815610,815630
DistributeOctTree,594800,594820
DistributeOctTree,582847,582877
DistributeOctTree,438374,438404
DistributeOctTree,431050,431081
DistributeOctTree,335254,335274
DistributeOctTree,325625,325645
DistributeOctTree,262121,262141
DistributeOctTree,257773,257793
DistributeOctTree,172016,172035
DistributeOctTree,173508,173538
DistributeOctTree,139512,139542
DistributeOctTree,158079,158099
computeOrientation,2083623,2083713
computeOrientation,2153379,2153489
computeOrientation,341136,341206
computeOrientation,392275,392355
computeOrientation,271078,271159
computeOrientation,470778,470868
computeOrientation,444456,444567
computeOrientation,438075,438165
computeOrientation,431993,432093
computeOrientation,405661,405731
computeOrientation,404579,404669
computeOrientation,420269,420349
computeOrientation,405460,405550
computeOrientation,380683,380763
ComputeKeyPointsOctTree,13926296,13926317
computeOrientation,440879,440970
GaussianBlur,166264,166324
computeOrientation,299544,299614
ComputeKeyPointsOctTree,14084965,14084975
GaussianBlur,140855,140905
